	Description	LRPNo	LRPType	LatitudeDec	LongitudeDec	Road	RoadChainage	replaced
930	End of Bridge (Baily)	LRP384b	Bridge	25.7728604	88.73983299999999	N5	386.532	
931	Km post missing	LRP385	Km Post	25.7731104	88.739583	N5	386.56199999999995	
932	Box Culvert	LRP385a	Culvert	25.7742771	88.73472190000001	N5	387.17199999999997	
933	Start of bridge	LRP385b	Bridge	25.7719438	88.73269379999999	N5	387.514	
934	Km Within bridge	LRP386	Km Post	25.771416000000002	88.73222159999999	N5	387.56199999999995	
935	End of Bridge	LRP386a	Bridge	25.7701104	88.73122159999998	N5	387.75199999999995	
936	Dinajpur 22 km	LRP387	Km Post	25.7641389	88.72822159999998	N5	388.50199999999995	
937	Start of bridge	LRP387a	Bridge	25.758361100000002	88.722916	N5	389.352	
938	End of bridge	LRP387b	Bridge	25.7583056	88.7228604	N5	389.36400000000003	
939	Km post missing	LRP388	Km Post	25.75725	88.7209438	N5	389.50199999999995	
940	Box culvert	LRP388a	Culvert	25.7534444	88.7136667	N5	390.392	
941	Box Culvert	LRP388b	Culvert	25.7534167	88.7136667	N5	390.412	
942	Thakurgaon 48 km	LRP389	Km Post	25.753166699999998	88.7128333	N5	390.48199999999997	
943	Start of Bridge	LRP389a	Bridge	25.7526944	88.7049167	N5	391.30400000000003	
944	End of Bridge	LRP389b	Bridge	25.75275	88.7041667	N5	391.305	
945	Km post missing	LRP390	Km Post	25.7528889	88.70302779999999	N5	391.48199999999997	
946	Dinajpur 18 km	LRP391	Km Post	25.7536944	88.6931941	N5	392.48199999999997	
947	Start of Bridge	LRP391a	Bridge	25.7540833	88.6889997	N5	392.903	
948	End of Bridge	LRP391b	Bridge	25.7540833	88.6889441	N5	392.915	
949	Km post missing	LRP392	Km Post	25.755055600000002	88.68305490000002	N5	393.48199999999997	
950	Box Culvert	LRP392a	Culvert	25.755472199999996	88.68036040000001	N5	393.792	
951	N 508 to Dinajpur	LRP392b	Turn off, Left	25.7565	88.67380490000001	N5	394.462	
952	Km post missing	LRP393	Km Post	25.7570833	88.6737216	N5	394.48199999999997	
953	Km post missing	LRP394	Km Post	25.7659444	88.6737216	N5	395.48199999999997	
954	Thakurgaon 39 km	LRP395	Km Post	25.7735549	88.6723604	N5	396.43199999999996	
955	Masonry culvert	LRP395a	Culvert	25.779166	88.67386040000001	N5	397.082	
956	Km post missing	LRP396	Km Post	25.7833049	88.6746938	N5	397.43199999999996	
957	Start of Bridge	LRP396a	Bridge	25.7874719	88.67622159999999	N5	398.01599999999996	
958	End of Bridge	LRP396b	Bridge	25.787721899999998	88.6763049	N5	398.048	
959	Panchagarh 75 km	LRP397	Km Post	25.7911663	88.67772159999998	N5	398.462	
960	Box Culvert	LRP397a	Culvert	25.797777399999998	88.67755490000002	N5	399.23199999999997	
961	Km post missing	LRP398	Km Post	25.8001111	88.6770827	N5	399.462	
962	Thakurgaon 35 km	LRP399	Km Post	25.808944399999998	88.67622159999999	N5	400.462	
963	Start of bridge	LRP399a	Bridge	25.813805600000002	88.6747493	N5	401.083	
964	End of bridge	LRP399b	Bridge	25.8141389	88.6738882	N5	401.176	
965	Km post missing	LRP400	Km Post	25.8153889	88.6708882	N5	401.462	
966	Slab culvert	LRP400a	Culvert	25.8155	88.6706104	N5	401.542	
967	Panchagrah 7 km	LRP401	Km Post	25.8209716	88.66444440000001	N5	402.472	
968	Km post missing	LRP402	Km Post	25.829638199999998	88.6615833	N5	403.472	
969	Box Culvert	LRP402a	Culvert	25.8346386	88.66111109999999	N5	404.44300000000004	
970	Thakurgaon 31 km	LRP403	Km Post	25.838333	88.6596944	N5	404.49199999999996	
971	Km post missing	LRP404	Km Post	25.846332999999998	88.65561109999999	N5	405.49199999999996	
972	Left Z 5007	LRP404a	Side Road, Left	25.8546944	88.65522220000001	N5	406.43199999999996	
973	Km post broken	LRP405	Km Post	25.856611100000002	88.65511109999998	N5	406.582	
974	Left Z 5002	LRP405a	Side Road, Left	25.8607778	88.6548056	N5	407.04400000000004	
975	Right Z 5008	LRP405b	Side Road, Right	25.862305600000003	88.6543056	N5	407.222	
976	Km post missing	LRP406	Km Post	25.864	88.6513333	N5	407.582	
977	Box Culvert	LRP406a	Culvert	25.8656667	88.64777740000001	N5	407.99199999999996	
978	Turn off left	LRP406b	Turn off, Right	25.865972199999998	88.64663859999999	N5	408.082	
979	Thakurgaon 27 km	LRP407	Km Post	25.868582699999997	88.64452740000002	N5	408.472	
980	Km post missing	LRP408	Km Post	25.875666	88.6386663	N5	409.472	
981	Panchagarh 62 km	LRP409	Km Post	25.882082699999998	88.6317771	N5	410.49199999999996	
982	Km post missing	LRP410	Km Post	25.888082999999998	88.62380490000001	N5	411.49199999999996	
983	Thakurgaon 23 km	LRP411	Km Post	25.8940552	88.6167771	N5	412.48199999999997	
984	Masonry Culvert	LRP411a	Culvert	25.896082999999997	88.6144167	N5	412.829	
985	Km post missing	LRP412	Km Post	25.899971899999997	88.60972220000001	N5	413.48199999999997	
986	Km post Broken	LRP413	Km Post	25.9043056	88.60122220000001	N5	414.50199999999995	
987	Box Culvert	LRP413a	Culvert	25.9046667	88.5989163	N5	414.73699999999997	
988	Km post missing	LRP414	Km Post	25.9065	88.5914719	N5	415.50199999999995	
989	Box culvert	LRP414a	Culvert	25.9076389	88.58777740000001	N5	415.912	
990	Box Culvert	LRP414b	Culvert	25.9081944	88.5828604	N5	416.42	
991	Thakurgaon 19 km	LRP415	Km Post	25.908222199999997	88.5817493	N5	416.527	
992	Start of Bridge	LRP415a	Bridge	25.9083611	88.5797493	N5	416.728	
993	End of Bridge	LRP415b	Bridge	25.9083611	88.5796382	N5	416.741	
994	Km post missing	LRP416	Km Post	25.9104167	88.57205490000001	N5	417.527	
995	Start of Bridge	LRP416a	Bridge	25.910999999999998	88.5649444	N5	418.281	
996	End of Bridge	LRP416b	Bridge	25.910916699999998	88.5645278	N5	418.32800000000003	
997	Km post missing	LRP417	Km Post	25.9104167	88.5624444	N5	418.527	
998	Km post missing	LRP418	Km Post	25.9151667	88.5565833	N5	419.527	
999	Masonry culvert	LRP418a	Culvert	25.920249300000002	88.5558333	N5	420.11699999999996	
1000	Thakurgaon 15 km	LRP419	Km Post	25.923999300000002	88.55444440000001	N5	420.56699999999995	
1001	Start of bridge	LRP419a	Bridge	25.931388199999997	88.5505556	N5	421.48900000000003	
1002	End of bridge	LRP419b	Bridge	25.931471600000002	88.5505	N5	421.499	
1003	Km post missing	LRP420	Km Post	25.932138199999997	88.55013890000001	N5	421.56699999999995	
1004	Panchagarh 50 km	LRP421	Km Post	25.9399441	88.5454997	N5	422.56699999999995	
1005	Masonry culvert	LRP421a	Culvert	25.947444100000002	88.5414997	N5	423.517	
1006	Km post missing	LRP422	Km Post	25.9479163	88.541083	N5	423.56699999999995	
1007	Start RHD Thakurgaon	LRP422a	Others	25.95175	88.53713859999999	N5	424.167	
1008	Start RHD Thakurgaon	LRP422a	Others	25.95175	88.53713859999999	N5	424.167	
1009	Masonry Culvert	LRP422b	Culvert	25.9546389	88.53483299999999	N5	424.55699999999996	
1010	Thakurgaon 11 km	LRP423	Km Post	25.9547222	88.5346386	N5	424.577	
1011	Km post missing	LRP424	Km Post	25.961138899999998	88.5274993	N5	425.577	
1012	Km post missing	LRP425	Km Post	25.9671938	88.5204438	N5	426.577	
1013	Km post missing	LRP426	Km Post	25.974416	88.5145	N5	427.577	
1014	Masonry Culvert	LRP426a	Culvert	25.9749993	88.51386109999999	N5	427.707	
1015	Box Culvert	LRP426b	Culvert	25.9786104	88.50980559999999	N5	428.277	
1016	Thakurgaon 7 km	LRP427	Km Post	25.980916	88.5075833	N5	428.60699999999997	
1017	Slab Culvert	LRP427a	Culvert	25.983527399999996	88.50527779999999	N5	428.92199999999997	
1018	Km post missing	LRP428	Km Post	25.988277399999998	88.50075	N5	429.60699999999997	
1019	Panchagarh 42 km	LRP429	Km Post	25.995082999999997	88.4951663	N5	430.68699999999995	
1020	Km post missing	LRP430	Km Post	26.0026111	88.4896663	N5	431.68699999999995	
1021	Pipe Culvert	LRP430a	Culvert	26.0063889	88.4858052	N5	432.282	
1022	Thakurgaon 03 km	LRP431	Km Post	26.0090556	88.4828049	N5	432.68699999999995	
1023	Box Culvert	LRP431a	Culvert	26.013611100000002	88.4777771	N5	433.417	
1024	Km post missing	LRP432	Km Post	26.0150833	88.4751938	N5	433.68699999999995	
1025	Km post missing	LRP433	Km Post	26.0196938	88.46897159999999	N5	434.68699999999995	
1026	Start of Bridge	LRP433a	Bridge	26.0197493	88.46899930000001	N5	434.69699999999995	
1027	End of Bridge	LRP433b	Bridge	26.019999300000002	88.4692771	N5	434.735	
1028	Km post missing	LRP434	Km Post	26.026221600000003	88.4759716	N5	435.68699999999995	
1029	Box culvert	LRP434a	Culvert	26.0280271	88.4777493	N5	435.977	
1030	R-587 to Thakurgaon	LRP434b	Side Road, Left	26.0285549	88.4784993	N5	436.05699999999996	
1031	Km post missing	LRP435	Km Post	26.0329716	88.4828049	N5	436.68699999999995	
1032	Km post missing	LRP436	Km Post	26.0387497	88.4906386	N5	437.68699999999995	
1033	Box Culvert	LRP436a	Culvert	26.0397497	88.4919997	N5	437.879	
1034	Panchagarh 38 km	LRP437	Km Post	26.044194100000002	88.4983052	N5	438.68699999999995	
1035	Km post missing	LRP438	Km Post	26.0516667	88.5039167	N5	439.68699999999995	
1036	Box Culvert	LRP438a	Culvert	26.0564167	88.5073333	N5	440.342	
1037	Tetulia 73 km	LRP439	Km Post	26.05925	88.50883329999999	N5	440.69199999999995	
1038	Km post missing	LRP440	Km Post	26.068166	88.51138890000001	N5	441.69199999999995	
1039	Box Culvert	LRP440a	Culvert	26.0760827	88.5136389	N5	442.63199999999995	
1040	Km post missing	LRP441	Km Post	26.0768882	88.5138056	N5	442.69199999999995	
1041	Start of Bridge	LRP441a	Bridge	26.0775271	88.5140278	N5	442.785	
1042	End of Bridge	LRP441b	Bridge	26.0775549	88.51397220000001	N5	442.80199999999996	
1043	Km post missing	LRP442	Km Post	26.0852774	88.5170827	N5	443.69199999999995	
1044	Tetulia 69 km	LRP443	Km Post	26.0933608	88.521416	N5	444.712	
1045	Box culvert	LRP443a	Culvert	26.0977774	88.52377709999999	N5	445.26199999999994	
1046	Box Culvert	LRP443b	Culvert	26.099110800000002	88.52447159999998	N5	445.43699999999995	
1047	Km post missing	LRP444	Km Post	26.1015556	88.52580490000001	N5	445.712	
1048	Box culvert	LRP444a	Culvert	26.1053333	88.5278049	N5	446.195	
1049	Panchagarh 26 km	LRP445	Km Post	26.109777800000003	88.5295827	N5	446.722	
1050	Box Culvert	LRP445a	Culvert	26.111027800000002	88.5299716	N5	446.86800000000005	
1051	Start of Bridge	LRP445b	Bridge	26.1116389	88.5301382	N5	446.936	
1052	End of Bridge	LRP445c	Bridge	26.1118889	88.53022159999999	N5	446.966	
1053	Km post missing	LRP446	Km Post	26.1186938	88.5322771	N5	447.722	
1054	Box culvert	LRP446a	Culvert	26.122166	88.53327709999999	N5	448.147	
1055	Start of Bridge	LRP446b	Bridge	26.125916	88.5345552	N5	448.588	
1056	End of Bridge	LRP446c	Bridge	26.1265827	88.53474969999999	N5	448.652	
1057	Tetulia 65 km	LRP447	Km Post	26.1282216	88.5351108	N5	448.82199999999995	
1058	Box culvert	LRP447a	Culvert	26.129777100000002	88.5355552	N5	449.022	
1059	Km post missing	LRP448	Km Post	26.1369719	88.5369997	N5	449.82199999999995	
1060	Box culvert	LRP448a	Culvert	26.1441663	88.5371663	N5	450.642	
1061	Panchagarh 22 km	LRP449	Km Post	26.1449997	88.5373608	N5	450.76199999999994	
1062	Km post missing	LRP450	Km Post	26.1540556	88.5393052	N5	451.76199999999994	
1063	Start of Bridge	LRP450a	Bridge	26.1542222	88.539333	N5	451.80400000000003	
1064	End of Bridge	LRP450b	Bridge	26.154583300000002	88.5394163	N5	451.844	
1065	Pipe Culvert	LRP450c	Culvert	26.1554444	88.53963859999999	N5	451.944	
1066	Tetulia 61 km	LRP451	Km Post	26.162722199999997	88.5411941	N5	452.792	
1067	Box culvert	LRP451a	Culvert	26.1672216	88.5424997	N5	453.30300000000005	
1068	Start of Bridge	LRP451b	Bridge	26.1673327	88.54252740000001	N5	453.32199999999995	
1069	End of Bridge	LRP451c	Bridge	26.1676104	88.5431941	N5	453.356	
1070	Km post missing	LRP452	Km Post	26.1713327	88.54388859999999	N5	453.792	
1071	Box Culvert	LRP452a	Culvert	26.1713049	88.54391629999999	N5	453.80199999999996	
1072	Box Culvert	LRP452b	Culvert	26.176610399999998	88.5456941	N5	454.412	
1073	Start RHD Panchagarh	LRP452c	Others	26.179666	88.5466663	N5	454.765	
1074	Start RHD Panchagarh	LRP452c	Others	26.179666	88.5466663	N5	454.765	
1075	Panchagarh 18 km	LRP453	Km Post	26.1800549	88.54683299999999	N5	454.81199999999995	
1076	Box culvert	LRP453a	Culvert	26.1881663	88.5495552	N5	455.76199999999994	
1077	Km post missing	LRP454	Km Post	26.188694100000003	88.54974969999999	N5	455.81199999999995	
1078	Box Culvert	LRP454a	Culvert	26.1961663	88.5522222	N5	456.69300000000004	
1079	Km post missing	LRP455	Km Post	26.1972219	88.5529444	N5	456.81199999999995	
1080	Start of Bridge	LRP455a	Bridge	26.197388600000004	88.5534444	N5	456.87699999999995	
1081	End of Bridge	LRP455b	Bridge	26.1974719	88.55363890000001	N5	456.907	
1082	Right Z 5003	LRP455c	Side Road, Right	26.1976108	88.5540833	N5	456.93699999999995	
1083	Km post missing	LRP456	Km Post	26.2051667	88.5544722	N5	457.81199999999995	
1084	Box culvert	LRP456a	Culvert	26.205527800000002	88.5544722	N5	457.87199999999996	
1085	Box Culvert	LRP456b	Culvert	26.2086389	88.5545	N5	458.24199999999996	
1086	Panchagarh 14 km	LRP457	Km Post	26.2141111	88.55511109999999	N5	458.842	
1087	Box culvert	LRP457a	Culvert	26.2204716	88.55575	N5	459.57800000000003	
1088	Km post missing	LRP458	Km Post	26.223249300000003	88.5560556	N5	459.842	
1089	Box Culvert	LRP458a	Culvert	26.2297216	88.55730559999999	N5	460.61199999999997	
1090	Tetulia 53 km	LRP459	Km Post	26.231777100000002	88.5571944	N5	460.842	
1091	Pipe culvert	LRP459a	Culvert	26.2366386	88.5577222	N5	461.38199999999995	
1092	Box culvert	LRP459b	Culvert	26.240221899999998	88.5585278	N5	461.819	
1093	Km post missing	LRP460	Km Post	26.2406941	88.55869440000001	N5	461.842	
1094	Panchagarh 10 km	LRP461	Km Post	26.2496663	88.5590556	N5	462.87199999999996	
1095	Km post missing	LRP462	Km Post	26.258666700000003	88.5574167	N5	463.87199999999996	
1096	Tetulia 49 km	LRP463	Km Post	26.2674993	88.5571667	N5	464.87199999999996	
1097	Box Culvert	LRP463a	Culvert	26.2678049	88.55722220000001	N5	464.918	
1098	Km post missing	LRP464	Km Post	26.276360399999998	88.55897220000001	N5	465.87199999999996	
1099	Start of Bridge	LRP464a	Bridge	26.2788327	88.5595556	N5	466.18	
1100	End of Bridge	LRP464b	Bridge	26.278943800000004	88.5596111	N5	466.19699999999995	
1101	Panchagarh 6 km	LRP465	Km Post	26.2852219	88.5594167	N5	466.892	
1102	Slab Culvert	LRP465a	Culvert	26.288333	88.5591111	N5	467.23900000000003	
1103	Km post missing	LRP466	Km Post	26.294221899999997	88.55825	N5	467.892	
1104	Box culvert	LRP466a	Culvert	26.2941386	88.55825	N5	467.902	
1105	Box Culvert	LRP466b	Culvert	26.301361100000005	88.5575	N5	468.69199999999995	
1106	Tetulia 45 km	LRP467	Km Post	26.303111100000002	88.5570278	N5	468.912	
1107	Km post missing	LRP468	Km Post	26.3119167	88.55452779999999	N5	469.912	
1108	Box Culvert	LRP468a	Culvert	26.3193604	88.5536111	N5	470.772	
1109	Panchagarh 2 km	LRP469	Km Post	26.3208327	88.5535833	N5	470.92199999999997	
1110	Slab culvert	LRP469a	Culvert	26.321082699999998	88.5535278	N5	470.955	
1111	Right Z 5021	LRP469b	Side Road, Right	26.3212771	88.5535833	N5	470.99199999999996	
1112	Box Culvert	LRP469c	Culvert	26.3265549	88.54991629999999	N5	471.784	
1113	Left Z 5001	LRP469d	Side Road, Left	26.3268049	88.54933299999999	N5	471.852	
1114	Turn off Right	LRP469e	Turn off, Right	26.326915999999997	88.5493052	N5	471.85699999999997	
1115	Km post missing	LRP470	Km Post	26.3268327	88.55	N5	471.92199999999997	
1116	Start of Bridge	LRP470a	Bridge	26.3298049	88.5526389	N5	472.305	
1117	End of Bridge	LRP470b	Bridge	26.331360399999998	88.5545833	N5	472.57	
1118	Shahid Minner	LRP470c	Monument	26.331638199999997	88.5548611	N5	472.61199999999997	
1119	Km post missing	LRP471	Km Post	26.3341386	88.55475	N5	472.92199999999997	
1120	Banglabandha 52 km	LRP472	Km Post	26.340944099999998	88.55622220000001	N5	473.74199999999996	
1121	Box culvert	LRP472a	Culvert	26.3419441	88.5565278	N5	473.852	
1122	Box Culvert	LRP472b	Culvert	26.3453608	88.55744440000001	N5	474.25300000000004	
1123	Tetulia 37 km	LRP473	Km Post	26.3496108	88.55877779999999	N5	474.74199999999996	
1124	Tetulia 36 km	LRP474	Km Post	26.358388899999998	88.5609444	N5	475.74199999999996	
1125	Banglabandha 49 km	LRP475	Km Post	26.3673327	88.56286109999999	N5	476.74199999999996	
1126	Box culvert	LRP475a	Culvert	26.3748049	88.56322220000001	N5	477.566	
1127	Bhojanpur 19 km	LRP476	Km Post	26.3762493	88.5631667	N5	477.74199999999996	
1128	Box Culvert	LRP476a	Culvert	26.3793327	88.5629722	N5	478.108	
1129	Jogdal 3 km	LRP477	Km Post	26.385305199999998	88.5629167	N5	478.76199999999994	
1130	Box Culvert	LRP477a	Culvert	26.3864441	88.56299999999999	N5	478.87800000000004	
1131	Banglabandha 46 km	LRP478	Km Post	26.3941108	88.5620556	N5	479.772	
1132	Tetulia 31 km	LRP479	Km Post	26.4030278	88.5599722	N5	480.772	
1133	Tetulia 30 km	LRP480	Km Post	26.412444399999995	88.5589167	N5	481.88199999999995	
1134	Box Culvert	LRP480a	Culvert	26.4135833	88.5594444	N5	482.02	
1135	Banglabandha 43 km	LRP481	Km Post	26.4200549	88.5623889	N5	482.792	
1136	Box Culvert	LRP481a	Culvert	26.4249438	88.56477779999999	N5	483.4	
1137	Tetulia 28 km	LRP482	Km Post	26.4286938	88.5650833	N5	483.80199999999996	
1138	Box Culvert	LRP482a	Culvert	26.4288049	88.5650833	N5	483.837	
1139	Tetulia 27 km	LRP483	Km Post	26.4376108	88.5655278	N5	484.80199999999996	
1140	Box culvert	LRP483a	Culvert	26.4384719	88.5654444	N5	484.908	
1141	Box Culvert	LRP483b	Culvert	26.444777399999996	88.56563890000001	N5	485.597	
1142	Banglabandha 40 km	LRP484	Km Post	26.446610800000002	88.56575	N5	485.81199999999995	
1143	Bhojanpur 10 km	LRP485	Km Post	26.452611100000002	88.5612222	N5	486.82199999999995	
1144	Start of Bridge	LRP485a	Bridge	26.452694399999995	88.5603611	N5	486.906	
1145	End of Bridge	LRP485b	Bridge	26.4527778	88.55986109999999	N5	486.95599999999996	
1146	Infor.missing	LRP486	Km Post	26.4584167	88.5555833	N5	487.82199999999995	
1147	Banglabandha 37 km	LRP487	Km Post	26.4641389	88.54777740000002	N5	488.82199999999995	
1148	Box Culvert	LRP487a	Culvert	26.4692771	88.5406386	N5	489.754	
1149	Banglabandha 36 km	LRP488	Km Post	26.4695271	88.5402497	N5	489.792	
1150	Box Culvert	LRP488a	Culvert	26.474943800000002	88.532666	N5	490.76	
1151	Tetulia 21 km	LRP489	Km Post	26.475471600000002	88.5319438	N5	490.852	
1152	Box Culvert (2 Vent)	LRP489a	Culvert	26.4804716	88.52419379999999	N5	491.81199999999995	
1153	Box Culvert (2 Vent)	LRP489b	Culvert	26.480388199999997	88.5241382	N5	491.82199999999995	
1154	Bhajanpur 5 km	LRP490	Km Post	26.480332699999998	88.5238604	N5	491.852	
1155	Box culvert	LRP490a	Culvert	26.4798049	88.519416	N5	492.29900000000004	
1156	Box Culvert	LRP490b	Culvert	26.4792771	88.5155556	N5	492.69	
1157	Banglabandha 33 km	LRP491	Km Post	26.4790271	88.5141667	N5	492.832	
1158	Box Culvert	LRP491a	Culvert	26.4773604	88.50713890000002	N5	493.542	
1159	Tetulia 18 km	LRP492	Km Post	26.476693800000003	88.50447220000001	N5	493.832	
1160	Box culvert	LRP492a	Culvert	26.476527100000002	88.5035833	N5	493.88800000000003	
1161	Box Culvert	LRP492b	Culvert	26.476221600000002	88.50263890000001	N5	494.028	
1162	Box Culvert	LRP492c	Culvert	26.4736382	88.4964719	N5	494.702	
1163	Banglabandha 31 km	LRP493	Km Post	26.4728604	88.49563859999999	N5	494.832	
1164	Left Z 5060	LRP493a	Side Road, Left	26.470221600000002	88.49127740000002	N5	495.369	
1165	Banglabandha 30 km	LRP494	Km Post	26.4682493	88.4888886	N5	495.684	
1166	Start of Bridge	LRP494a	Bridge	26.468360399999998	88.48641629999999	N5	495.98199999999997	
1167	End of Bridge	LRP494b	Bridge	26.4693604	88.48558299999999	N5	496.12	
1168	Tetulia 15 km	LRP495	Km Post	26.4706382	88.47863819999999	N5	496.835	
1169	Box culvert	LRP495a	Culvert	26.470916	88.4728327	N5	497.43300000000005	
1170	Tetulia 14 km	LRP496	Km Post	26.4711938	88.4684438	N5	497.855	
1171	Start of Bridge	LRP496a	Bridge	26.4718327	88.4594167	N5	498.773	
1172	End of Bridge	LRP496b	Bridge	26.4718882	88.45911109999999	N5	498.811	
1173	Shipaipara 22 km	LRP497	Km Post	26.4719716	88.4585278	N5	498.855	
1174	Box Culvert	LRP497a	Culvert	26.475082699999998	88.4498052	N5	499.79699999999997	
1175	Ronchondi 14 km	LRP498	Km Post	26.4752771	88.4494441	N5	499.855	
1176	Box culvert	LRP498a	Culvert	26.4763882	88.44338859999999	N5	500.49300000000005	
1177	Banglabandha 25 km	LRP499	Km Post	26.4763604	88.43977740000001	N5	500.855	
1178	Start of bridge	LRP499a	Bridge	26.478777100000002	88.435583	N5	501.37300000000005	
1179	End of bridge	LRP499b	Bridge	26.4791938	88.43513859999999	N5	501.49300000000005	
1180	Tetulia 10 km	LRP500	Km Post	26.4808049	88.4310271	N5	501.875	
1181	Tirroyhat 15 km	LRP501	Km Post	26.483277100000002	88.42191600000001	N5	502.855	
1182	Box culvert	LRP501a	Culvert	26.483749699999997	88.4187493	N5	503.175	
1183	Banglabandha 22 km	LRP502	Km Post	26.4851386	88.41202779999999	N5	503.855	
1184	Box Culvert	LRP502a	Culvert	26.4864163	88.40863890000001	N5	504.228	
1185	Tetulia 7 km	LRP503	Km Post	26.4873886	88.4024167	N5	504.855	
1186	Box Culvert	LRP503a	Culvert	26.487610800000002	88.4015278	N5	504.955	
1187	Banglabandha 20 km	LRP504	Km Post	26.4884997	88.3924997	N5	505.855	
1188	Box culvert	LRP504a	Culvert	26.488583000000002	88.3916386	N5	505.934	
1189	Tetulia 5 km	LRP505	Km Post	26.488555199999997	88.38252709999999	N5	506.835	
1190	Box culvert	LRP505a	Culvert	26.488833000000003	88.3786104	N5	507.25300000000004	
1191	Road Left Z5080	LRP505b	Side Road, Left	26.4888886	88.3772493	N5	507.463	
